left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"title: 64GB Extreme Pro CFast 2.0 hukommelseskort 
description: A NEW LEVEL OF PERFORMANCE FOR CAMERAS AND CAMCORDERS Designed in parallel with leading-edge camera manufacturers, the SanDisk Extreme PRO CFast 2.0 memory card delivers the speed and capacity professionals need for Full HD recording specifications, including high-definition 4K video recording1. Next level write speeds help you keep up with the new generation of professional cameras and camcorders, while data transfer speeds of up to 515MB/s make your post-production workflow more efficient. With 64GB or 128GB you get plenty of room for large RAW image files and the high-quality video that broadcast and cinema demands.BUILT FOR NEW GENERATION, HIGH PERFORMANCE CAMERAS & CAMCORDERS Designed in collaboration with leading-edge manufacturers, this new CFast™ 2.0 memory card delivers the high performance of the broadcast, cinema and photography industries demand today.WRITE SPEEDS OF UP TO 440MB/S FOR 128GB The SanDisk Extreme PRO CFast 2.0 memory card with write speeds of up t
price: 1519.00 
priceCurrency: DKK","title: iPad (2018) 128GB 4G Space Gray B grade 
description: Refurbished iPad 2018 128GB Spacegrijs Wifi + 4G - B grade, 24,6 cm (9.7\), 2048 x 1536 Pixels, 128 GB, iOS 11, 478 g, Grijs 
price: 429.01 
priceCurrency: EUR",False,"title: 64GB Extreme Pro CFast 2.0 hukommelseskort 
description: A NEW LEVEL OF PERFORMANCE FOR CAMERAS AND CAMCORDERS Designed in parallel with leading-edge camera manufacturers, the SanDisk Extreme PRO CFast 2.0 memory card delivers the speed and capacity professionals need for Full HD recording specifications, including high-definition 4K video recording1. Next level write speeds help you keep up with the new generation of professional cameras and camcorders, while data transfer speeds of up to 515MB/s make your post-production workflow more efficient. With 64GB or 128GB you get plenty of room for large RAW image files and the high-quality video that broadcast and cinema demands.BUILT FOR NEW GENERATION, HIGH PERFORMANCE CAMERAS & CAMCORDERS Designed in collaboration with leading-edge manufacturers, this new CFast™ 2.0 memory card delivers the high performance of the broadcast, cinema and photography industries demand today.WRITE SPEEDS OF UP TO 440MB/S FOR 128GB The SanDisk Extreme PRO CFast 2.0 memory card with write speeds of up t
price: 1519.00 
priceCurrency: DKK

###

title: iPad (2018) 128GB 4G Space Gray B grade 
description: Refurbished iPad 2018 128GB Spacegrijs Wifi + 4G - B grade, 24,6 cm (9.7\), 2048 x 1536 Pixels, 128 GB, iOS 11, 478 g, Grijs 
price: 429.01 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: Razer 
title: Razer BlackWidow X Tournament Edition Chroma 
price: 2690 
priceCurrency: MDL","title: Fujifilm 8-16mm f2.8 XF R LM WR Lens 
description: X-Mount Lens/APS-C Format12-24mm (35mm Equivalent)Aperture Range: f/2.8 to f/22Three ED and Three Aspherical ElementsNano-GI Lens CoatingsInternal Focus System11-Seal Weather-Resistant ConstructionOperates in temperatures as low as 14°F/-10°CThe XF8-16mmF2.8 R LM WR is a fast ultra-wide angle zoom lens that has a constant maximum aperture of F2.8 and is equivalent to 12-24mm in the 35mm format. It complements the other constant F2.8 zoom lenses (XF16-55mmF2.8 R LM WR and XF50-140mmF2.8 R LM OIS WR) to create a premium trio of lenses that covers the focal lengths equivalent from 12mm all the way to 213mm in the 35mm format. The lens’ outstanding edge-to-edge image-resolving performance and F2.8 maximum aperture makes this product a perfect choice for landscape and architecture photography with an emphasized sense of perspective, interior photography at restaurants and hotels, as well as nightscape and astrophotography.The FUJINON XF8-16mmF2.8 R LM WR lens is able to utilize
price: 1695 
priceCurrency: GBP",False,"brand: Razer 
title: Razer BlackWidow X Tournament Edition Chroma 
price: 2690 
priceCurrency: MDL

###

title: Fujifilm 8-16mm f2.8 XF R LM WR Lens 
description: X-Mount Lens/APS-C Format12-24mm (35mm Equivalent)Aperture Range: f/2.8 to f/22Three ED and Three Aspherical ElementsNano-GI Lens CoatingsInternal Focus System11-Seal Weather-Resistant ConstructionOperates in temperatures as low as 14°F/-10°CThe XF8-16mmF2.8 R LM WR is a fast ultra-wide angle zoom lens that has a constant maximum aperture of F2.8 and is equivalent to 12-24mm in the 35mm format. It complements the other constant F2.8 zoom lenses (XF16-55mmF2.8 R LM WR and XF50-140mmF2.8 R LM OIS WR) to create a premium trio of lenses that covers the focal lengths equivalent from 12mm all the way to 213mm in the 35mm format. The lens’ outstanding edge-to-edge image-resolving performance and F2.8 maximum aperture makes this product a perfect choice for landscape and architecture photography with an emphasized sense of perspective, interior photography at restaurants and hotels, as well as nightscape and astrophotography.The FUJINON XF8-16mmF2.8 R LM WR lens is able to utilize
price: 1695 
priceCurrency: GBP

###

Same product?", no,False,False,False
"title: Kingston USB 2.0 64GB DT20 
description: Kingston USB 2.0 64GB DT20 Memorije USB 
price: 20.76 
priceCurrency: BAM","title: Kingston 16GB DataTraveler 104 DT104 USB 2.0 Flash Drive, Retail Box, 1 year warranty 
description: Kingston 16GB DataTraveler 104 DT104 USB 2.0 Flash Drive, Retail Box, 1 year warranty 
price: 7.1E1 
priceCurrency: ZAR",False,"title: Kingston USB 2.0 64GB DT20 
description: Kingston USB 2.0 64GB DT20 Memorije USB 
price: 20.76 
priceCurrency: BAM

###

title: Kingston 16GB DataTraveler 104 DT104 USB 2.0 Flash Drive, Retail Box, 1 year warranty 
description: Kingston 16GB DataTraveler 104 DT104 USB 2.0 Flash Drive, Retail Box, 1 year warranty 
price: 7.1E1 
priceCurrency: ZAR

###

Same product?", no,False,False,False
"brand: Seagate 
title: Seagate EXOS 10TB 3.5\ SATA Enterprise HDD/Hard Drive 7200rpm 
description: 10TB Seagate EXOS ST10000NM0016, 3.5\ Enterprise HDD, SATA III - 6GB/s, 7200rpm, 256MB Cache, 512E, 4.16ms, OEM 
price: 263.99 
priceCurrency: GBP","brand: Seagate 
title: Seagate 2TB 3.5\ 7200 rpm SATA Hard Disk Drive ST2000NM000A 
description: Seagate 2TB 3.5\ 7200 rpm SATA Hard Disk Drive ST2000NM000A 
price: 127.99 
priceCurrency: USD",False,"brand: Seagate 
title: Seagate EXOS 10TB 3.5\ SATA Enterprise HDD/Hard Drive 7200rpm 
description: 10TB Seagate EXOS ST10000NM0016, 3.5\ Enterprise HDD, SATA III - 6GB/s, 7200rpm, 256MB Cache, 512E, 4.16ms, OEM 
price: 263.99 
priceCurrency: GBP

###

brand: Seagate 
title: Seagate 2TB 3.5\ 7200 rpm SATA Hard Disk Drive ST2000NM000A 
description: Seagate 2TB 3.5\ 7200 rpm SATA Hard Disk Drive ST2000NM000A 
price: 127.99 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: Epson Ultra Glossy Photo A4 Paper (Pack of 15) C13S041927 
description: Epson Ultra Glossy Photo Paper A4 Pack Of 15 
price: 16.09","title: Johnnie Walker Gold-Label Reserve Whisky 40º 100 Cl 
description: Johnnie Walker Gold-Label Reserve Whisky 40º 100 Cl 
price: 52.9 
priceCurrency: EUR",False,"title: Epson Ultra Glossy Photo A4 Paper (Pack of 15) C13S041927 
description: Epson Ultra Glossy Photo Paper A4 Pack Of 15 
price: 16.09

###

title: Johnnie Walker Gold-Label Reserve Whisky 40º 100 Cl 
description: Johnnie Walker Gold-Label Reserve Whisky 40º 100 Cl 
price: 52.9 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Toner OKI B401 44992402 black 
description: Tonerová kazeta OKI B401 44992402 black 
price: 581.00 
priceCurrency: CZK","title: Lexmark X940/X945 Compatible Toner Black 
description: Lexmark X940/X945 Compatible Toner Black 
price: 122.63 
priceCurrency: USD",False,"title: Toner OKI B401 44992402 black 
description: Tonerová kazeta OKI B401 44992402 black 
price: 581.00 
priceCurrency: CZK

###

title: Lexmark X940/X945 Compatible Toner Black 
description: Lexmark X940/X945 Compatible Toner Black 
price: 122.63 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: HANNSPREE 
title: HANNSPREE 23.6'' HS246HFW IPS,HDMI,Speakers 
description: HANNSPREE 23.6'' HS246HFW IPS,HDMI,Speakers 
price: 0","title: LG Monitor 24MP59G-P 23.8\ IPS FullHD VGA HDMI 1ms 
description: 24MP59G-P, 23,8, 16:9, Panel IPS, 1920x1080, 250 cd/m2, 1000:1, 178 °, 178 °, 1 ms, D-Sub,HDMI,DP, Ravni, Boja Crna, Postolje tilt, AMD FreeSync Technology, Motion Blur Reduction, Flicker safe, Game Mode 
price: 309.00 
priceCurrency: BAM",False,"brand: HANNSPREE 
title: HANNSPREE 23.6'' HS246HFW IPS,HDMI,Speakers 
description: HANNSPREE 23.6'' HS246HFW IPS,HDMI,Speakers 
price: 0

###

title: LG Monitor 24MP59G-P 23.8\ IPS FullHD VGA HDMI 1ms 
description: 24MP59G-P, 23,8, 16:9, Panel IPS, 1920x1080, 250 cd/m2, 1000:1, 178 °, 178 °, 1 ms, D-Sub,HDMI,DP, Ravni, Boja Crna, Postolje tilt, AMD FreeSync Technology, Motion Blur Reduction, Flicker safe, Game Mode 
price: 309.00 
priceCurrency: BAM

###

Same product?", no,False,False,False
"brand: Cooler Master 
title: Cooler Master MasterCase H500 ARGB TG Mid Tower E-ATX Case 
description: Cooler Master MasterCase H500 ARGB TG Mid Tower E-ATX CaseSPECIFICATIONS: 
price: 169.0 
priceCurrency: AUD","brand: Coolermaster 
title: Cooler Master Hyper H411R Tower CPU Cooler 
description: Intel and AMD Support, White LED Fan, up to 29.4 dBA, 4 Direct Contact Heat Pipes, 34.1CFM 4-Pin PWM 
price: 25.07 
priceCurrency: GBP",False,"brand: Cooler Master 
title: Cooler Master MasterCase H500 ARGB TG Mid Tower E-ATX Case 
description: Cooler Master MasterCase H500 ARGB TG Mid Tower E-ATX CaseSPECIFICATIONS: 
price: 169.0 
priceCurrency: AUD

###

brand: Coolermaster 
title: Cooler Master Hyper H411R Tower CPU Cooler 
description: Intel and AMD Support, White LED Fan, up to 29.4 dBA, 4 Direct Contact Heat Pipes, 34.1CFM 4-Pin PWM 
price: 25.07 
priceCurrency: GBP

###

Same product?", no,False,False,False
"brand: Cisco 
title: Cisco 1921 Series Integrated Services Router, CISCO1921-T1SEC/K9 
price: 319.99 
priceCurrency: USD","title: D-Link EasySmart Switch DGS-1100-08P 
description: Switchmanaged8 x 10/100/1000 (PoE)desktopPoEPoE Support (DGS-1100-08P, -10MP, -24P and -26MP only)The DGS-1100-08P / -10MP / -24P / -26MP models deliver Power over Ethernet capabilities, simplifying deployments with IP cameras, VoIP phones, wireless access points (APs), and other standards-compliant powered devices. The DGS-1100-08P complies with the 802.3af PoE standard (up to 15.4W supported on all 8 ports). The DGS-1100-10MP, -24P and -26MP comply with the 802.3at PoE+ standard, supporting up to 30W on each PoE port. Using the management interface, an administrator can control various PoE functions, such as remotely rebooting cameras or access points, from anywhere on the network, including over the Internet. 
price: CALL FOR PRICE 
priceCurrency: QAR",False,"brand: Cisco 
title: Cisco 1921 Series Integrated Services Router, CISCO1921-T1SEC/K9 
price: 319.99 
priceCurrency: USD

###

title: D-Link EasySmart Switch DGS-1100-08P 
description: Switchmanaged8 x 10/100/1000 (PoE)desktopPoEPoE Support (DGS-1100-08P, -10MP, -24P and -26MP only)The DGS-1100-08P / -10MP / -24P / -26MP models deliver Power over Ethernet capabilities, simplifying deployments with IP cameras, VoIP phones, wireless access points (APs), and other standards-compliant powered devices. The DGS-1100-08P complies with the 802.3af PoE standard (up to 15.4W supported on all 8 ports). The DGS-1100-10MP, -24P and -26MP comply with the 802.3at PoE+ standard, supporting up to 30W on each PoE port. Using the management interface, an administrator can control various PoE functions, such as remotely rebooting cameras or access points, from anywhere on the network, including over the Internet. 
price: CALL FOR PRICE 
priceCurrency: QAR

###

Same product?", no,False,False,False
"title: 106R01162 Toner yellow pentru Phaser 7760 
description: yellow, 25000p for Phaser 7760 
price: 329.33 
priceCurrency: EUR","brand: XEROX 
title: Xerox 106R01162 25k Yellow Toner 
description: FeaturesPage yield25000 pagesBrand compatibilityXeroxCompatible productsPhaser 7760Colour of productBlackQuantity1Printing coloursYellowTypeTonerPackaging dataPackaging width95 mmPackaging height89 mmPackage weight680 gPackaging length368 mmPackaging typeBox 
price: 216.44 
priceCurrency: GBP",True,"title: 106R01162 Toner yellow pentru Phaser 7760 
description: yellow, 25000p for Phaser 7760 
price: 329.33 
priceCurrency: EUR

###

brand: XEROX 
title: Xerox 106R01162 25k Yellow Toner 
description: FeaturesPage yield25000 pagesBrand compatibilityXeroxCompatible productsPhaser 7760Colour of productBlackQuantity1Printing coloursYellowTypeTonerPackaging dataPackaging width95 mmPackaging height89 mmPackage weight680 gPackaging length368 mmPackaging typeBox 
price: 216.44 
priceCurrency: GBP

###

Same product?", yes,True,True,True
"title: Toner Original Epson Ciano (C13S050193) 
description: Toner CYAN Aculaser C1100 
price: 102.75 
priceCurrency: EUR","brand: Znaka: Originlne 
title: Originlny toner CANON CRG-724 BK (ierny) 
description: Originlny spotrebn materil pre tlaiarne CANON 
price: 131.9 
priceCurrency: EUR",False,"title: Toner Original Epson Ciano (C13S050193) 
description: Toner CYAN Aculaser C1100 
price: 102.75 
priceCurrency: EUR

###

brand: Znaka: Originlne 
title: Originlny toner CANON CRG-724 BK (ierny) 
description: Originlny spotrebn materil pre tlaiarne CANON 
price: 131.9 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: Patriot 
title: Patriot DDR3 Signature 8GB/1600(1*8GB) CL11 
description: Patriot DDR3 Signature 8GB/1600(1*8GB) CL11 
price: 129.42 
priceCurrency: PLN","title: Crucial 8GB DDR3-1600 8GB DDR3 1600MHz ECC memory module CT102472BD160B 
description: 8GB, DDR3, 1600MHz, 240-pin DIMM, ECC, Unbuffered, CL11 
price: 147.23 
priceCurrency: GBP",False,"brand: Patriot 
title: Patriot DDR3 Signature 8GB/1600(1*8GB) CL11 
description: Patriot DDR3 Signature 8GB/1600(1*8GB) CL11 
price: 129.42 
priceCurrency: PLN

###

title: Crucial 8GB DDR3-1600 8GB DDR3 1600MHz ECC memory module CT102472BD160B 
description: 8GB, DDR3, 1600MHz, 240-pin DIMM, ECC, Unbuffered, CL11 
price: 147.23 
priceCurrency: GBP

###

Same product?", no,False,True,False
"title: Hamilton Watch Khaki Navy Scuba Auto 
description: Hamilton%20Watch%20Khaki%20Navy%20Scuba%20Auto%20%23add-content%20%23bezel-unidirectional%20%23bracelet-strap-rubber%20%23brand-hamilton%20%23case-depth-12-95mm%20%23case-material-steel%20%23case-width-40mm%20%23date-yes%20%23delivery-timescale-call-us%20%23dial-colour-black%20%23gender-mens%20%23luxury%20%23movement-automatic%20%23official-stockist-for-hamilton-watches%20%23packaging-hamilton-watch-packaging%20%23sale-item-no%20%23style-dress%20%23subcat-khaki-navy%20%23supplier-model-no-h82315 
price: 695.00 
priceCurrency: GBP","title: Audemars Piguet Royal Oak Offshore Diver Stainless Steel 15710ST.OO.A027CA.01 
description: Welcome to Our 10years professional watches store,We offer the best quality Audemars Piguet Royal Oak Offshore Diver Stainless Steel Watch Replica,fake Audemars Piguet Royal Oak Offshore 15710ST.OO.A027CA.01 here was the cheapest price in this price zone(below $200).Some Official Information:Brand:Audemars Piguet Family:Royal Oak Offshore Reference:15710ST.OO.A027CA.01 Name:Royal Oak Offshore Diver Stainless Steel / Blue Produced:2017 Limited:No Case Material:Stainless steel Bezel:Rotating, 0-60 (Dive) Glass:Sapphire Back:Open Shape:Other Diameter:42.00 mm Height:14.10 mm W/R:300.00 m Dial Nickname:M 
price: 151.2 
priceCurrency: USD",False,"title: Hamilton Watch Khaki Navy Scuba Auto 
description: Hamilton%20Watch%20Khaki%20Navy%20Scuba%20Auto%20%23add-content%20%23bezel-unidirectional%20%23bracelet-strap-rubber%20%23brand-hamilton%20%23case-depth-12-95mm%20%23case-material-steel%20%23case-width-40mm%20%23date-yes%20%23delivery-timescale-call-us%20%23dial-colour-black%20%23gender-mens%20%23luxury%20%23movement-automatic%20%23official-stockist-for-hamilton-watches%20%23packaging-hamilton-watch-packaging%20%23sale-item-no%20%23style-dress%20%23subcat-khaki-navy%20%23supplier-model-no-h82315 
price: 695.00 
priceCurrency: GBP

###

title: Audemars Piguet Royal Oak Offshore Diver Stainless Steel 15710ST.OO.A027CA.01 
description: Welcome to Our 10years professional watches store,We offer the best quality Audemars Piguet Royal Oak Offshore Diver Stainless Steel Watch Replica,fake Audemars Piguet Royal Oak Offshore 15710ST.OO.A027CA.01 here was the cheapest price in this price zone(below $200).Some Official Information:Brand:Audemars Piguet Family:Royal Oak Offshore Reference:15710ST.OO.A027CA.01 Name:Royal Oak Offshore Diver Stainless Steel / Blue Produced:2017 Limited:No Case Material:Stainless steel Bezel:Rotating, 0-60 (Dive) Glass:Sapphire Back:Open Shape:Other Diameter:42.00 mm Height:14.10 mm W/R:300.00 m Dial Nickname:M 
price: 151.2 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: HD SEAGATE IRONWOLF 2 TB P/ NAS - ST2000VN004 
price: 902.01 
priceCurrency: BRL","title: LG 32LK510BPLD 32 (81 cm), HD LED, 1366 x 768 pixels, DVB-T2/C/S2, Black 
price: 842.00 
priceCurrency: PLN",False,"title: HD SEAGATE IRONWOLF 2 TB P/ NAS - ST2000VN004 
price: 902.01 
priceCurrency: BRL

###

title: LG 32LK510BPLD 32 (81 cm), HD LED, 1366 x 768 pixels, DVB-T2/C/S2, Black 
price: 842.00 
priceCurrency: PLN

###

Same product?", no,False,False,False
"title: Garmin Striker Plus 5cv Fish Finder with GT20-TM Transducer 
description: DescriptionDetailsReviewsAbout the Garmin Striker Plus 5cv Fish Finder with GT20-TM TransducerThe Garmin Striker Plus 5cv with GT20-TM Transducer features both CHIRP traditional sonar for excellent target separation and CHIRP ClearVu scanning sonar for nearly photographic images below your boat. The Striker Plus 4cvalso features a built-in GPS that allows for marking waypoints, creating routes and viewing your boat's speed. The Quickdraw Contour mapping software, also included, lets you create and store maps on your Striker Plus 5cv with 1' contours for up to 2 million acres. The Striker Plus 5cv with GT20-TM Transducer offers:CHIRP traditional sonar for excellent target separation CHIRP ClearVu Scanning sonar for nearly photographic images below your boatBuilt-in GPS lets you mark waypoints, create routes and view boat's speedRugged design for every fishing environmentBright, sunlight-readable 5\ display and intuitive user interface In The Box:Tilt/swivel mountStriker Plu","brand: Shimano 
title: J04C Metal Disc Brake Pads with Fin 
description: Shimano J04C Metal Disc Brake PadsFits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666 and BR-M7000, Alfine BR-S700 and BR-R785, BR-RS785 road disc calipersSintered Metal pad with consistent, high stopping power in wet or dry conditions and excellent durability 
price: 34.99 
priceCurrency: USD",False,"title: Garmin Striker Plus 5cv Fish Finder with GT20-TM Transducer 
description: DescriptionDetailsReviewsAbout the Garmin Striker Plus 5cv Fish Finder with GT20-TM TransducerThe Garmin Striker Plus 5cv with GT20-TM Transducer features both CHIRP traditional sonar for excellent target separation and CHIRP ClearVu scanning sonar for nearly photographic images below your boat. The Striker Plus 4cvalso features a built-in GPS that allows for marking waypoints, creating routes and viewing your boat's speed. The Quickdraw Contour mapping software, also included, lets you create and store maps on your Striker Plus 5cv with 1' contours for up to 2 million acres. The Striker Plus 5cv with GT20-TM Transducer offers:CHIRP traditional sonar for excellent target separation CHIRP ClearVu Scanning sonar for nearly photographic images below your boatBuilt-in GPS lets you mark waypoints, create routes and view boat's speedRugged design for every fishing environmentBright, sunlight-readable 5\ display and intuitive user interface In The Box:Tilt/swivel mountStriker Plu

###

brand: Shimano 
title: J04C Metal Disc Brake Pads with Fin 
description: Shimano J04C Metal Disc Brake PadsFits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666 and BR-M7000, Alfine BR-S700 and BR-R785, BR-RS785 road disc calipersSintered Metal pad with consistent, high stopping power in wet or dry conditions and excellent durability 
price: 34.99 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: iPhone XR Screen - Fix Kit / новое / Part Only / новое 
description: Glass Digitizer Face6.1 inch IPS LCD 828×1792 Display Front Panel FrameFront-Facing Camera Bracket 
price: 109.99 
priceCurrency: USD","title: 113R00722 Toner capacitate mica black pentru Phaser 6180, 6180MFP 
description: standard capacity black, 3000p for Phaser 6180 / 6180 MFP 
price: 90.88 
priceCurrency: EUR",False,"title: iPhone XR Screen - Fix Kit / новое / Part Only / новое 
description: Glass Digitizer Face6.1 inch IPS LCD 828×1792 Display Front Panel FrameFront-Facing Camera Bracket 
price: 109.99 
priceCurrency: USD

###

title: 113R00722 Toner capacitate mica black pentru Phaser 6180, 6180MFP 
description: standard capacity black, 3000p for Phaser 6180 / 6180 MFP 
price: 90.88 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: Shimano 
title: J04C Metal Disc Brake Pads with Fin 
description: Shimano J04C Metal Disc Brake PadsFits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666 and BR-M7000, Alfine BR-S700 and BR-R785, BR-RS785 road disc calipersSintered Metal pad with consistent, high stopping power in wet or dry conditions and excellent durability 
price: 34.99 
priceCurrency: USD","title: FUJIFILM XF 8-16mm f/2.8 R LM WR Lens 
description: The FUJIFILM XF 8-16mm f/2.8 R LM WR Lens is an ultra-wide zoom lens characterized by a bright and advanced optical design. FUJIFILM XF 8-16mm f/2.8 R LM WR Lens features a constant f/2.8 maximum aperture for consistent performance throughout the zoom range. The optical layout comprises six extra-low dispersion elements, including three Super ED elements, which help to virtually eliminate chromatic aberrations and color fringing for greater clarity and color accuracy. Four aspherical elements are also used to suppress distortion, curvature of field, and spherical aberrations for improved sharpness. Also, a Nano-GI coating helps to control ghosting and flare for enhanced contrast and color fidelity when working in strong lighting conditions. Complementing the optics is a refined linear motor, which affords quick and quiet autofocus performance, and the lens body is weather-sealed in 11 distinct places to support working in trying environmental conditions. Impressively wide 
price: 1999.95 
priceCurrency: USD",False,"brand: Shimano 
title: J04C Metal Disc Brake Pads with Fin 
description: Shimano J04C Metal Disc Brake PadsFits XTR BR-M9000, BR-M9020, BR-M985, XT BR-M8000, BR-M785, SLX BR-M666 and BR-M7000, Alfine BR-S700 and BR-R785, BR-RS785 road disc calipersSintered Metal pad with consistent, high stopping power in wet or dry conditions and excellent durability 
price: 34.99 
priceCurrency: USD

###

title: FUJIFILM XF 8-16mm f/2.8 R LM WR Lens 
description: The FUJIFILM XF 8-16mm f/2.8 R LM WR Lens is an ultra-wide zoom lens characterized by a bright and advanced optical design. FUJIFILM XF 8-16mm f/2.8 R LM WR Lens features a constant f/2.8 maximum aperture for consistent performance throughout the zoom range. The optical layout comprises six extra-low dispersion elements, including three Super ED elements, which help to virtually eliminate chromatic aberrations and color fringing for greater clarity and color accuracy. Four aspherical elements are also used to suppress distortion, curvature of field, and spherical aberrations for improved sharpness. Also, a Nano-GI coating helps to control ghosting and flare for enhanced contrast and color fidelity when working in strong lighting conditions. Complementing the optics is a refined linear motor, which affords quick and quiet autofocus performance, and the lens body is weather-sealed in 11 distinct places to support working in trying environmental conditions. Impressively wide 
price: 1999.95 
priceCurrency: USD

###

Same product?", no,False,False,False
